
==================================================
🚀 AVVIO GRPO V2 (Senza Early Stopping, 2 Epoche)
==================================================
{'loss': -0.0402, 'grad_norm': 0.91796875, 'learning_rate': 9.9e-07, 'num_tokens': 10293.0, 'completions/mean_length': 84.725, 'completions/min_length': 53.8, 'completions/max_length': 115.4, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 84.725, 'completions/min_terminated_length': 53.8, 'completions/max_terminated_length': 115.4, 'rewards/lazy_penalty_reward/mean': -0.5, 'rewards/lazy_penalty_reward/std': 1.4142136573791504, 'rewards/strict_format_and_content_reward/mean': 1.4, 'rewards/strict_format_and_content_reward/std': 1.2898300409317016, 'rewards/semantic_consistency_reward/mean': -0.020000000298023225, 'rewards/semantic_consistency_reward/std': 0.08141604661941529, 'rewards/conditional_perplexity_reward/mean': 0.12691810131072997, 'rewards/conditional_perplexity_reward/std': 0.03351182602345944, 'reward': 1.0069180727005005, 'reward_std': 2.4930596590042113, 'frac_reward_zero_std': 0.0, 'entropy': 1.5017568737268447, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 40.26380831992719, 'epoch': 0.03}
{'loss': -0.0435, 'grad_norm': 0.68359375, 'learning_rate': 6.5e-08, 'num_tokens': 786504.0, 'completions/mean_length': 103.3, 'completions/min_length': 65.0, 'completions/max_length': 159.6, 'completions/clipped_ratio': 0.05, 'completions/mean_terminated_length': 98.2357162475586, 'completions/min_terminated_length': 65.0, 'completions/max_terminated_length': 147.0, 'rewards/lazy_penalty_reward/mean': -0.25, 'rewards/lazy_penalty_reward/std': 0.7071068286895752, 'rewards/strict_format_and_content_reward/mean': 1.375, 'rewards/strict_format_and_content_reward/std': 1.3689177989959718, 'rewards/semantic_consistency_reward/mean': 0.04499999731779099, 'rewards/semantic_consistency_reward/std': 0.22069993019104003, 'rewards/conditional_perplexity_reward/mean': 0.15411971807479857, 'rewards/conditional_perplexity_reward/std': 0.05278819762170315, 'reward': 1.3241196751594544, 'reward_std': 2.169368480890989, 'frac_reward_zero_std': 0.0, 'entropy': 1.5837865605950356, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 53.829277899977754, 'epoch': 1.88}
{'eval_loss': -0.036199335008859634, 'eval_runtime': 971.5161, 'eval_samples_per_second': 0.051, 'eval_steps_per_second': 0.007, 'eval_num_tokens': 786504.0, 'eval_completions/mean_length': 87.26, 'eval_completions/min_length': 48.84, 'eval_completions/max_length': 140.52, 'eval_completions/clipped_ratio': 0.02, 'eval_completions/mean_terminated_length': 84.9714291381836, 'eval_completions/min_terminated_length': 48.84, 'eval_completions/max_terminated_length': 128.36, 'eval_rewards/lazy_penalty_reward/mean': -0.3, 'eval_rewards/lazy_penalty_reward/std': 0.7508494758605957, 'eval_rewards/strict_format_and_content_reward/mean': 1.36, 'eval_rewards/strict_format_and_content_reward/std': 1.1984843444824218, 'eval_rewards/semantic_consistency_reward/mean': 0.04499999582767487, 'eval_rewards/semantic_consistency_reward/std': 0.19223952412605286, 'eval_rewards/conditional_perplexity_reward/mean': 0.1254340121150017, 'eval_rewards/conditional_perplexity_reward/std': 0.043419621884822845, 'eval_reward': 1.2304340195655823, 'eval_reward_std': 1.9864588666707277, 'eval_frac_reward_zero_std': 0.0, 'eval_entropy': 1.5733720588684081, 'eval_clip_ratio/low_mean': 0.0, 'eval_clip_ratio/low_min': 0.0, 'eval_clip_ratio/high_mean': 0.0, 'eval_clip_ratio/high_max': 0.0, 'eval_clip_ratio/region_mean': 0.0, 'epoch': 1.88}
{'loss': 0.0121, 'grad_norm': 0.703125, 'learning_rate': 5.2499999999999994e-08, 'num_tokens': 797454.0, 'completions/mean_length': 96.25, 'completions/min_length': 63.0, 'completions/max_length': 151.2, 'completions/clipped_ratio': 0.025, 'completions/mean_terminated_length': 93.01428680419922, 'completions/min_terminated_length': 63.0, 'completions/max_terminated_length': 130.6, 'rewards/lazy_penalty_reward/mean': -0.75, 'rewards/lazy_penalty_reward/std': 1.6329268932342529, 'rewards/strict_format_and_content_reward/mean': 0.85, 'rewards/strict_format_and_content_reward/std': 2.1270094394683836, 'rewards/semantic_consistency_reward/mean': 0.08499999940395356, 'rewards/semantic_consistency_reward/std': 0.25081127882003784, 'rewards/conditional_perplexity_reward/mean': 0.15766993165016174, 'rewards/conditional_perplexity_reward/std': 0.0513065442442894, 'reward': 0.342669939994812, 'reward_std': 3.7426462888717653, 'frac_reward_zero_std': 0.0, 'entropy': 1.6087965756654738, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 49.32023512001615, 'epoch': 1.9}
{'loss': -0.0987, 'grad_norm': 0.65234375, 'learning_rate': 4e-08, 'num_tokens': 807886.0, 'completions/mean_length': 90.6, 'completions/min_length': 58.4, 'completions/max_length': 126.4, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 90.6, 'completions/min_terminated_length': 58.4, 'completions/max_terminated_length': 126.4, 'rewards/lazy_penalty_reward/mean': -0.375, 'rewards/lazy_penalty_reward/std': 0.8164634466171264, 'rewards/strict_format_and_content_reward/mean': 1.25, 'rewards/strict_format_and_content_reward/std': 1.3313788414001464, 'rewards/semantic_consistency_reward/mean': 0.020000000298023225, 'rewards/semantic_consistency_reward/std': 0.1100649118423462, 'rewards/conditional_perplexity_reward/mean': 0.13552312850952147, 'rewards/conditional_perplexity_reward/std': 0.04605598598718643, 'reward': 1.030523133277893, 'reward_std': 2.0458338491618635, 'frac_reward_zero_std': 0.0, 'entropy': 1.466674742102623, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 42.47524027996697, 'epoch': 1.93}
{'loss': 0.0153, 'grad_norm': 0.7421875, 'learning_rate': 2.7499999999999998e-08, 'num_tokens': 818098.0, 'completions/mean_length': 90.4, 'completions/min_length': 56.8, 'completions/max_length': 141.4, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 90.4, 'completions/min_terminated_length': 56.8, 'completions/max_terminated_length': 141.4, 'rewards/lazy_penalty_reward/mean': -0.375, 'rewards/lazy_penalty_reward/std': 1.0606602430343628, 'rewards/strict_format_and_content_reward/mean': 1.475, 'rewards/strict_format_and_content_reward/std': 1.4849241733551026, 'rewards/semantic_consistency_reward/mean': 0.04499999582767487, 'rewards/semantic_consistency_reward/std': 0.41804840564727785, 'rewards/conditional_perplexity_reward/mean': 0.1289533331990242, 'rewards/conditional_perplexity_reward/std': 0.052458043396472934, 'reward': 1.2739532947540284, 'reward_std': 2.7666499353945255, 'frac_reward_zero_std': 0.0, 'entropy': 1.5016900718212127, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 48.398901500040665, 'epoch': 1.95}
{'loss': -0.0581, 'grad_norm': 0.78125, 'learning_rate': 1.5e-08, 'num_tokens': 828109.0, 'completions/mean_length': 86.575, 'completions/min_length': 55.4, 'completions/max_length': 139.2, 'completions/clipped_ratio': 0.025, 'completions/mean_terminated_length': 83.93214416503906, 'completions/min_terminated_length': 55.4, 'completions/max_terminated_length': 122.8, 'rewards/lazy_penalty_reward/mean': -0.5, 'rewards/lazy_penalty_reward/std': 1.1700168609619142, 'rewards/strict_format_and_content_reward/mean': 0.9, 'rewards/strict_format_and_content_reward/std': 1.7960571646690369, 'rewards/semantic_consistency_reward/mean': 0.17499999403953553, 'rewards/semantic_consistency_reward/std': 0.2888686001300812, 'rewards/conditional_perplexity_reward/mean': 0.13010984510183335, 'rewards/conditional_perplexity_reward/std': 0.03727543503046036, 'reward': 0.7051098704338074, 'reward_std': 2.990338587760925, 'frac_reward_zero_std': 0.0, 'entropy': 1.4601787611842156, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 47.060630979994315, 'epoch': 1.98}
{'loss': -0.0753, 'grad_norm': 0.59765625, 'learning_rate': 2.5e-09, 'num_tokens': 838182.0, 'completions/mean_length': 86.625, 'completions/min_length': 50.6, 'completions/max_length': 125.2, 'completions/clipped_ratio': 0.0, 'completions/mean_terminated_length': 86.625, 'completions/min_terminated_length': 50.6, 'completions/max_terminated_length': 125.2, 'rewards/lazy_penalty_reward/mean': -0.5, 'rewards/lazy_penalty_reward/std': 1.1700168609619142, 'rewards/strict_format_and_content_reward/mean': 1.325, 'rewards/strict_format_and_content_reward/std': 1.4261703968048096, 'rewards/semantic_consistency_reward/mean': 0.0449999988079071, 'rewards/semantic_consistency_reward/std': 0.2932864189147949, 'rewards/conditional_perplexity_reward/mean': 0.1307073190808296, 'rewards/conditional_perplexity_reward/std': 0.03901354670524597, 'reward': 1.0007072925567626, 'reward_std': 2.6650687545537948, 'frac_reward_zero_std': 0.0, 'entropy': 1.5512627393007279, 'clip_ratio/low_mean': 0.0, 'clip_ratio/low_min': 0.0, 'clip_ratio/high_mean': 0.0, 'clip_ratio/high_max': 0.0, 'clip_ratio/region_mean': 0.0, 'step_time': 45.337899140152146, 'epoch': 2.0}
{'eval_loss': -0.01207744237035513, 'eval_runtime': 931.4374, 'eval_samples_per_second': 0.054, 'eval_steps_per_second': 0.008, 'eval_num_tokens': 838182.0, 'eval_completions/mean_length': 88.3, 'eval_completions/min_length': 53.76, 'eval_completions/max_length': 134.2, 'eval_completions/clipped_ratio': 0.025, 'eval_completions/mean_terminated_length': 85.82357177734374, 'eval_completions/min_terminated_length': 53.76, 'eval_completions/max_terminated_length': 127.32, 'eval_rewards/lazy_penalty_reward/mean': -0.375, 'eval_rewards/lazy_penalty_reward/std': 0.9629815244674682, 'eval_rewards/strict_format_and_content_reward/mean': 1.37, 'eval_rewards/strict_format_and_content_reward/std': 1.3132577562332153, 'eval_rewards/semantic_consistency_reward/mean': 0.03799999684095383, 'eval_rewards/semantic_consistency_reward/std': 0.20400317192077635, 'eval_rewards/conditional_perplexity_reward/mean': 0.12179842591285706, 'eval_rewards/conditional_perplexity_reward/std': 0.03882103011012077, 'eval_reward': 1.1547984170913697, 'eval_reward_std': 2.3492500917613506, 'eval_frac_reward_zero_std': 0.0, 'eval_entropy': 1.6046776008605956, 'eval_clip_ratio/low_mean': 0.0, 'eval_clip_ratio/low_min': 0.0, 'eval_clip_ratio/high_mean': 0.0, 'eval_clip_ratio/high_max': 0.0, 'eval_clip_ratio/region_mean': 0.0, 'epoch': 2.0}
{'train_runtime': 4370.0083, 'train_samples_per_second': 0.183, 'train_steps_per_second': 0.092, 'train_loss': -0.005080668274313211, 'epoch': 2.0}
✅ GRPO V2 (Full Train) Completato!
